age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,profit
44, Private,147206,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,111567,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
51, Private,41474,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
27, State-gov,205499,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,77, United-States, <=50K
44, Self-emp-inc,178510,10, Never-married, Sales, Not-in-family, White, Male,0,2258,60, United-States, <=50K
59, Private,357118,13, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private,136419,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,75, United-States, >50K
60, Private,40856,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,1741,40, United-States, <=50K
34, Private,213307,9, Never-married, Handlers-cleaners, Unmarried, White, Female,7443,0,35, United-States, <=50K
43, Private,54611,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Private,910398,13, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Local-gov,151267,10, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,25, United-States, <=50K
41, Local-gov,184466,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
54, Private,146834,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,217006,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,68895,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Mexico, <=50K
28, Private,175343,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20,,295763,10, Never-married,, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private,197207,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private,123075,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
50, Federal-gov,65160,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,352971,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
50, Private,43764,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
43, Private,242488,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,5013,0,40, United-States, <=50K
66, Private,271567,9, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private,202729,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Private,272411,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private,182117,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,28, United-States, <=50K
57, Private,172291,9, Divorced, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States, <=50K
76, Self-emp-not-inc,236878,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
41, Private,80666,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
31, Private,118941,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
30, Private,193246,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,98281,8, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,43, United-States, <=50K
37, Private,197429,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
57, Self-emp-inc,125000,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
46, Private,59767,10, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, Federal-gov,255386,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
41, Self-emp-not-inc,38434,14, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
42, Private,247514,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
35, Private,282979,9, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, United-States, >50K
76,,152802,10, Married-civ-spouse,, Husband, White, Male,0,0,8, United-States, <=50K
21, Private,143604,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
46, Private,72896,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
24, Private,186495,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
22, Private,313817,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
46, State-gov,146305,10, Divorced, Tech-support, Not-in-family, Other, Female,0,0,48, United-States, <=50K
39, Self-emp-not-inc,497525,6, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private,626493,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,214129,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,342709,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
78, Private,105586,3, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
38, Private,260997,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc,186909,14, Married-civ-spouse, Sales, Wife, White, Female,0,1902,35, United-States, >50K
19,,369527,10, Never-married,, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private,115439,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
23, Private,181820,9, Separated, Craft-repair, Own-child, White, Male,0,0,53, United-States, <=50K
22, Local-gov,138575,9, Never-married, Protective-serv, Unmarried, White, Male,0,0,56, United-States, <=50K
63, Private,161563,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
47, Private,175600,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,154548,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
56, Private,149686,5, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private,60981,10, Never-married, Sales, Own-child, White, Female,2176,0,35, United-States, <=50K
39, Private,38145,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
49, Local-gov,107231,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2002,40, United-States, <=50K
63, Private,206052,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,172962,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Private,170627,7, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
36, Self-emp-not-inc,160120,13, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45,, <=50K
43, Private,124919,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, Japan, <=50K
25, Private,298225,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private,173981,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40,, <=50K
39, State-gov,33975,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private,126141,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Local-gov,193720,9, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
52,,115209,15, Married-spouse-absent,, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
47, State-gov,187087,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private,203488,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private,85126,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Private,138714,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
23, Private,343019,6, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,168170,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
69,,180187,12, Widowed,, Not-in-family, White, Female,0,0,6, Italy, <=50K
46, Local-gov,226871,13, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,50, United-States, >50K
27, Private,491421,3, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
50, Self-emp-not-inc,169112,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
24, Private,137591,10, Never-married, Sales, Own-child, White, Male,0,1762,40, United-States, <=50K
30,,156890,6, Divorced,, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private,129707,10, Married-civ-spouse, Sales, Husband, White, Male,0,1848,40, United-States, >50K
62,,221064,10, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,48347,13, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private,70767,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc,144579,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,90, United-States, <=50K
30, Private,229051,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,37, United-States, <=50K
38, Private,103886,10, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Private,313255,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
33, Private,356823,13, Never-married, Prof-specialty, Not-in-family, White, Female,10520,0,45, United-States, >50K
32, State-gov,189838,10, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
30, Private,70377,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc,123502,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
42, Local-gov,193537,4, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
39, Private,109351,11, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,152744,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
31, Private,137385,10, Never-married, Tech-support, Not-in-family, Black, Female,0,0,50, United-States, <=50K
24, Private,373628,13, Never-married, Sales, Own-child, White, Female,0,1504,40, United-States, <=50K
43, Local-gov,194360,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
43, Federal-gov,205675,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,75, United-States, >50K
39, Private,198841,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,45, United-States, >50K
36, Private,236391,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, Private,132601,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
38, Private,95654,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,60, United-States, <=50K
25, Private,29599,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, <=50K
45, Private,67716,9, Never-married, Craft-repair, Own-child, White, Male,10520,0,48, United-States, >50K
30, Private,158688,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,202395,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,162160,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States, <=50K
36, Private,218542,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private,55395,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private,224799,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,109872,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
57, Private,148315,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
50, Private,99185,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
65,,200749,9, Married-civ-spouse,, Husband, White, Male,0,0,25, United-States, <=50K
29, Private,250819,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, State-gov,38353,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc,323987,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, United-States, <=50K
35, Local-gov,182074,9, Separated, Protective-serv, Not-in-family, White, Male,0,0,42, United-States, <=50K
44, Private,408717,9, Divorced, Sales, Not-in-family, White, Male,3674,0,50, United-States, <=50K
21, Private,187088,10, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, Cuba, <=50K
19, Local-gov,243960,10, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
67, Self-emp-inc,51415,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,65171,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States, <=50K
59, Self-emp-inc,52822,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
44, Local-gov,124692,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
35, Private,167990,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, <=50K
39, Private,114942,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, >50K
41, Private,131591,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,45, United-States, <=50K
38, Private,102178,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
34, Private,347166,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
33, Private,37646,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
48, Private,234504,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-inc,593246,13, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, >50K
63, Private,200127,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private,53209,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private,224059,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private,180418,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
62,,178764,9, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States, >50K
63,,97823,7, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,162834,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,265954,9, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc,67065,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
60, Self-emp-inc,171315,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, State-gov,287988,13, Never-married, Prof-specialty, Not-in-family, White, Male,10520,0,40, United-States, >50K
59, Local-gov,181242,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private,199919,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
33, Private,136331,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private,103651,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private,127768,10, Never-married, Other-service, Own-child, White, Male,0,0,32, United-States, >50K
38, Private,223004,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,416356,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
19,,187161,9, Married-civ-spouse,, Own-child, White, Female,0,0,20, United-States, <=50K
72, State-gov,120733,4, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private,186452,10, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
22, Local-gov,467759,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,48, United-States, <=50K
49, Private,243190,11, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc,52781,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private,213310,10, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
33, State-gov,295662,13, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Private,92943,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,21, United-States, <=50K
31, Private,111567,5, Never-married, Sales, Not-in-family, White, Male,0,0,43, United-States, >50K
40, State-gov,182460,14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,38, China, >50K
18,,149017,8, Never-married,, Own-child, White, Male,0,0,10, United-States, <=50K
40, Private,201495,7, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
48, Self-emp-not-inc,383384,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private,182526,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,215373,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
34, Private,56150,7, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private,134888,13, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
22, Private,199266,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
40, Private,201764,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc,81030,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private,153021,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,6, United-States, <=50K
61, Self-emp-not-inc,221884,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
28, Federal-gov,298661,13, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Private,151267,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,15024,0,40, United-States, >50K
32, Private,236543,8, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Mexico, <=50K
35, Private,169672,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
18,,189041,9, Never-married,, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Private,89413,8, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
38, Federal-gov,39089,9, Never-married, Transport-moving, Not-in-family, White, Male,6849,0,50, United-States, <=50K
37, Private,123785,9, Never-married, Other-service, Not-in-family, White, Male,0,0,75, United-States, <=50K
32, Self-emp-not-inc,39369,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Local-gov,375134,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private,110597,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
41, Private,122857,9, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40,, <=50K
53,,29231,4, Married-civ-spouse,, Husband, White, Male,0,0,35, United-States, <=50K
32, Private,158291,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
48, Local-gov,31264,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,5178,0,40, United-States, >50K
56, Private,250873,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
47, Private,359461,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,101597,10, Divorced, Sales, Unmarried, White, Female,0,0,54, United-States, <=50K
44, Local-gov,254146,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
33, Private,164190,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
44, Federal-gov,316120,15, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
36, Self-emp-inc,180419,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
31, Private,120460,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
61, Self-emp-not-inc,36671,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2352,50, United-States, <=50K
36, Private,416745,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc,186651,7, Widowed, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
52, Private,302847,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
73, Private,147551,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2174,50, United-States, >50K
68, Self-emp-not-inc,335701,4, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private,106957,7, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,14344,0,40, Vietnam, >50K
60, Private,125832,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,72, Canada, <=50K
45, Local-gov,185588,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private,193451,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, State-gov,193380,13, Never-married, Prof-specialty, Other-relative, White, Male,0,0,35, United-States, <=50K
36, Private,30509,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
57, Private,94156,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,84, United-States, >50K
18, Private,129053,7, Never-married, Other-service, Own-child, White, Male,0,0,28, United-States, <=50K
62, Without-pay,159908,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,16, United-States, <=50K
36, Private,164866,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,58115,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,41, United-States, <=50K
21, Private,107452,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc,213226,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1485,35,, <=50K
49, Private,547108,13, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,15024,0,40,, >50K
36, Local-gov,110866,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private,194630,9, Separated, Machine-op-inspct, Own-child, White, Male,0,0,53, United-States, <=50K
24, Private,154835,9, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
61, Self-emp-not-inc,151369,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,30, United-States, >50K
40, Private,77370,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc,62026,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
21, Private,176262,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
66, Local-gov,188220,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, >50K
33, Local-gov,100734,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,55, United-States, <=50K
35, State-gov,28738,13, Never-married, Adm-clerical, Not-in-family, White, Female,4101,0,40, United-States, <=50K
74, Self-emp-inc,148003,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,6, United-States, >50K
25, Private,176836,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
30, Private,99928,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private,272950,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
36, Private,187983,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
34, State-gov,85218,14, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,24, United-States, <=50K
53, Private,214691,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, <=50K
21, Private,265356,10, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
74, Private,180455,13, Widowed, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
43, Private,183273,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,15024,0,32, United-States, >50K
36, Private,185099,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
34, Private,118710,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, Private,287008,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,55, Germany, >50K
40, Private,103395,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
39, Self-emp-not-inc,199753,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
21, Private,197997,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
31, Private,301251,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private,204817,13, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,35, United-States, <=50K
54, Private,419712,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
50, Self-emp-inc,219420,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
47, Private,420986,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47,,111563,11, Divorced,, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private,183850,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private,136986,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc,182796,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
57, Private,62539,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1876,38, United-States, <=50K
43, Self-emp-inc,150533,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,68, United-States, >50K
31, Private,259705,9, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
62, Private,213321,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
66, Private,204283,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private,155775,9, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
49, Private,139571,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,4064,0,40, United-States, <=50K
32, Private,227608,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
17, Private,169037,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private,175665,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
36, Private,133655,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private,128777,4, Divorced, Craft-repair, Unmarried, White, Female,0,0,55, United-States, <=50K
